-0.0359871 -0.00314444
-0.025991 -0.0032615
-0.0159958 -0.00337644
-0.00600114 -0.00348785
0.00399328 -0.00359485
0.0139882 -0.00369739
0.0239836 -0.00379614
0.0339784 -0.00389073
0.0439732 -0.00398041
0.0539682 -0.00406509
0.0639635 -0.00414476
0.0739591 -0.0042195
0.0839552 -0.00428942
0.0939518 -0.00435457
0.103949 -0.0044151
0.113947 -0.0044712
0.123946 -0.00452307
0.133946 -0.00457086
0.143946 -0.00461475
0.153948 -0.00465492
0.163951 -0.0046916
0.173954 -0.00472496
0.183959 -0.00475513
0.193964 -0.0047823
0.203971 -0.00480662
0.213979 -0.00482826
0.223987 -0.00484736
0.233997 -0.00486408
0.244007 -0.00487853
0.254018 -0.00489082
0.26403 -0.00490102
0.274042 -0.00490926
0.284056 -0.0049157
0.29407 -0.00492036
0.304085 -0.00492332
0.3141 -0.0049247
0.324116 -0.00492454
0.334132 -0.00492292
0.34415 -0.00491991
0.354167 -0.00491558
0.364185 -0.00491
0.374204 -0.00490315
0.384223 -0.00489507
0.394243 -0.00488585
0.404263 -0.00487549
0.414283 -0.00486405
0.424304 -0.00485155
0.434326 -0.00483805
0.444348 -0.00482359
0.45437 -0.0048082
0.464393 -0.00479183
0.474416 -0.00477451
0.48444 -0.00475633
0.494464 -0.0047373
0.504488 -0.0047174
0.514513 -0.00469666
0.524538 -0.00467511
0.534564 -0.0046528
0.54459 -0.00462975
0.554617 -0.00460596
0.564644 -0.00458151
0.574671 -0.00455637
0.584699 -0.00453053
0.594727 -0.00450405
0.604756 -0.0044769
0.614785 -0.00444912
0.624815 -0.00442081
0.634845 -0.00439198
0.644875 -0.0043626
0.654906 -0.00433271
0.664937 -0.00430236
0.674969 -0.00427158
0.685001 -0.00424039
0.695034 -0.00420875
0.705067 -0.00417669
0.7151 -0.00414425
0.725134 -0.0041115
0.735168 -0.00407842
0.745202 -0.00404505
0.755237 -0.00401144
0.765273 -0.00397767
0.775308 -0.0039437
0.785345 -0.0039095
0.795381 -0.00387508
0.805418 -0.00384047
0.815455 -0.00380574
0.825493 -0.00377086
0.835531 -0.00373585
0.845569 -0.00370075
0.855607 -0.00366558
0.865646 -0.00363033
0.875686 -0.003595
0.885725 -0.00355963
0.895765 -0.00352421
0.905806 -0.00348874
0.915846 -0.00345325
0.925887 -0.00341775
0.935928 -0.00338227
0.94597 -0.00334682
0.956012 -0.00331141
0.966054 -0.00327604
0.976096 -0.00324072
0.986139 -0.00320546
0.996182 -0.00317028
1.00623 -0.00313518
1.01627 -0.00310017
1.02631 -0.00306525
1.03636 -0.00303047
1.0464 -0.00299581
1.05644 -0.00296125
1.06649 -0.00292684
1.07653 -0.00289258
1.08658 -0.00285846
1.09662 -0.00282451
1.10667 -0.00279073
1.11672 -0.00275713
1.12676 -0.00272368
1.13681 -0.00269041
1.14685 -0.00265732
1.1569 -0.00262442
1.16695 -0.00259172
1.17699 -0.00255923
1.18704 -0.00252694
1.19709 -0.00249484
1.20714 -0.00246296
1.21718 -0.00243131
1.22723 -0.00239986
1.23728 -0.00236862
1.24733 -0.0023376
1.25738 -0.00230678
1.26743 -0.00227621
1.27748 -0.00224587
1.28752 -0.00221574
1.29757 -0.00218582
1.30762 -0.00215611
1.31767 -0.00212665
1.32772 -0.00209746
1.33777 -0.00206851
1.34782 -0.00203981
1.35787 -0.00201135
1.36792 -0.00198313
1.37798 -0.00195513
1.38803 -0.00192736
1.39808 -0.00189986
1.40813 -0.00187261
1.41818 -0.0018456
1.42823 -0.00181884
1.43828 -0.00179231
1.44833 -0.00176602
1.45839 -0.00173998
1.46844 -0.00171416
1.47849 -0.00168859
1.48854 -0.00166325
1.49859 -0.00163814
1.50865 -0.00161323
1.5187 -0.00158856
1.52875 -0.00156415
1.5388 -0.00153995
1.54886 -0.00151594
1.55891 -0.00149216
1.56896 -0.00146859
1.57901 -0.00144525
1.58907 -0.00142213
1.59912 -0.00139919
1.60917 -0.00137646
1.61923 -0.00135395
1.62928 -0.00133166
1.63934 -0.00130959
1.64939 -0.00128771
1.65944 -0.00126605
1.6695 -0.00124463
1.67955 -0.00122343
1.68961 -0.00120244
1.69966 -0.00118168
1.70972 -0.00116119
1.71977 -0.00114092
1.72983 -0.00112088
1.73988 -0.0011011
1.74994 -0.00108156
1.75999 -0.00106226
1.77005 -0.00104321
1.78011 -0.00102444
1.79016 -0.00100593
1.80022 -0.000987658
1.81028 -0.000969638
1.82033 -0.000951888
1.83039 -0.000934403
1.84045 -0.000917179
1.8505 -0.000900246
1.86056 -0.000883605
1.87062 -0.000867229
1.88067 -0.000851131
1.89073 -0.000835321
1.90079 -0.000819789
1.91085 -0.000804528
1.9209 -0.000789523
1.93096 -0.000774772
1.94102 -0.000760252
1.95108 -0.000745999
1.96114 -0.000732045
1.97119 -0.000718363
1.98125 -0.00070492
1.99131 -0.000691703
2.00137 -0.000678718
2.01143 -0.000665967
2.02149 -0.000653412
2.03155 -0.000641074
2.0416 -0.000628976
2.05166 -0.000617105
2.06172 -0.000605456
2.07178 -0.000593997
2.08184 -0.000582744
2.0919 -0.000571712
2.10196 -0.00056089
2.11202 -0.000550235
2.12208 -0.000539749
2.13213 -0.00052946
2.14219 -0.000519387
2.15225 -0.000509506
2.16231 -0.000499813
2.17237 -0.000490286
2.18243 -0.000480923
2.19249 -0.000471759
2.20255 -0.000462779
2.21261 -0.000453996
2.22267 -0.000445393
2.23273 -0.000436963
2.24279 -0.000428728
2.25285 -0.000420689
2.26291 -0.000412861
2.27297 -0.00040522
2.28303 -0.000397744
2.29309 -0.000390464
2.30315 -0.000383383
2.31321 -0.000376512
2.32327 -0.000369846
2.33333 -0.000363396
2.34339 -0.000357159
2.35345 -0.000351103
2.36351 -0.00034523
2.37357 -0.000339539
2.38363 -0.000334059
2.39369 -0.000328811
2.40375 -0.000323766
2.41381 -0.000318908
2.42387 -0.000314252
2.43393 -0.00030981
2.44399 -0.000305576
2.45405 -0.000301522
2.46411 -0.000297654
2.47417 -0.000293975
