     28000  0.22E-05  0.32E-05  0.33E-05
     29000  0.27E-05  0.30E-06  0.46E-06
     30000  0.34E-05  0.52E-07  0.96E-07
     31000  0.40E-05  0.21E-07  0.36E-07
     32000  0.46E-05  0.10E-07  0.19E-07
     33000  0.52E-05  0.81E-08  0.14E-07
     34000  0.58E-05  0.48E-08  0.11E-07
     35000  0.62E-05  0.38E-08  0.58E-08
     36000  0.66E-05  0.33E-08  0.42E-08
     37000  0.69E-05  0.27E-08  0.34E-08
     38000  0.72E-05  0.24E-08  0.28E-08
     39000  0.74E-05  0.19E-08  0.27E-08
     40000  0.76E-05  0.16E-08  0.24E-08
     41000  0.77E-05  0.14E-08  0.23E-08
     42000  0.78E-05  0.11E-08  0.23E-08
     43000  0.78E-05  0.89E-09  0.21E-08
     44000  0.78E-05  0.73E-09  0.21E-08
     45000  0.78E-05  0.61E-09  0.20E-08
     46000  0.77E-05  0.51E-09  0.20E-08
     47000  0.77E-05  0.48E-09  0.20E-08
     48000  0.77E-05  0.48E-09  0.20E-08
     49000  0.77E-05  0.42E-09  0.20E-08
     50000  0.77E-05  0.29E-09  0.20E-08
     51000  0.77E-05  0.22E-09  0.19E-08
     52000  0.77E-05  0.19E-09  0.20E-08
     53000  0.77E-05  0.25E-09  0.20E-08
     54000  0.77E-05  0.30E-09  0.20E-08
     55000  0.77E-05  0.30E-09  0.20E-08
     56000  0.77E-05  0.37E-09  0.20E-08
     57000  0.77E-05  0.43E-09  0.20E-08
     58000  0.77E-05  0.43E-09  0.20E-08
     59000  0.77E-05  0.43E-09  0.21E-08
     60000  0.77E-05  0.39E-09  0.20E-08
     61000  0.77E-05  0.34E-09  0.21E-08
     62000  0.77E-05  0.27E-09  0.21E-08
     63000  0.77E-05  0.21E-09  0.20E-08
     64000  0.77E-05  0.21E-09  0.20E-08
     65000  0.77E-05  0.18E-09  0.20E-08
     66000  0.77E-05  0.14E-09  0.19E-08
     67000  0.77E-05  0.12E-09  0.19E-08
     68000  0.77E-05  0.11E-09  0.19E-08
     69000  0.77E-05  0.11E-09  0.19E-08
     70000  0.77E-05  0.92E-10  0.19E-08
     71000  0.77E-05  0.84E-10  0.19E-08
     72000  0.77E-05  0.73E-10  0.19E-08
     73000  0.77E-05  0.70E-10  0.19E-08
     74000  0.77E-05  0.72E-10  0.19E-08
     75000  0.77E-05  0.69E-10  0.19E-08
     76000  0.77E-05  0.77E-10  0.19E-08
     77000  0.77E-05  0.86E-10  0.19E-08
     78000  0.77E-05  0.93E-10  0.19E-08
     79000  0.77E-05  0.94E-10  0.19E-08
     80000  0.77E-05  0.96E-10  0.19E-08
     81000  0.77E-05  0.10E-09  0.19E-08
     82000  0.77E-05  0.99E-10  0.19E-08
     83000  0.77E-05  0.99E-10  0.19E-08
     84000  0.77E-05  0.91E-10  0.19E-08
     85000  0.77E-05  0.91E-10  0.19E-08
     86000  0.77E-05  0.76E-10  0.19E-08
     87000  0.77E-05  0.81E-10  0.19E-08
     88000  0.77E-05  0.64E-10  0.19E-08
     89000  0.77E-05  0.69E-10  0.19E-08
     90000  0.77E-05  0.58E-10  0.19E-08
     91000  0.77E-05  0.56E-10  0.19E-08
     92000  0.77E-05  0.53E-10  0.19E-08
